text_id,text,original_sdg,original_avg_agreement,similarity_assigned_sdgs,primary_sdgs,secondary_sdgs,multi_hot_vector,max_similarity_score,num_assigned_labels,top1_sdg,top1_similarity,sdg_1,sim_sdg_1,sdg_2,sim_sdg_2,sdg_3,sim_sdg_3,sdg_4,sim_sdg_4,sdg_5,sim_sdg_5,sdg_6,sim_sdg_6,sdg_7,sim_sdg_7,sdg_8,sim_sdg_8,sdg_9,sim_sdg_9,sdg_10,sim_sdg_10,sdg_11,sim_sdg_11,sdg_12,sim_sdg_12,sdg_13,sim_sdg_13,sdg_14,sim_sdg_14,sdg_15,sim_sdg_15,sdg_16,sim_sdg_16,sdg_17,sim_sdg_17
00021941702cd84171ff33962197ca1f,"From a gender perspective, Paulgaard points out that the labour markets of the fishing villages have been highly gender-segregated in terms of the existence of ""male jobs"" and ""female jobs""; however, the new business opportunities have led to the male population of the peripheral areas now working in the service industry in former ""female jobs"": ""That boys and girls are doing the same jobs indicates change, because traditional boundaries between women and men's work are being crossed. But the fact that young people are still working represents continuity with the past"" (Paulgaard 2002: 102). When Paulgaard refers to continuity with traditions, she refers to the expectations of young adults to participate in adult culture, thus these fishing villages traditionally have no actual youth culture. As described earlier, Paulgaard (2015) concludes that in some of Norway's peripheral areas school is still 'foreign', a time waster stealing time from young adults who should instead spend their time on what is considered to be ""real"" work.",,0.75,"[8, 4]",[],"[8, 4]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.3753465414047241,2,8,0.3753465414047241,0,0.16431935131549835,0,0.206659734249115,0,0.11428221315145493,1,0.33173424005508423,0,0.18606384098529816,0,0.16673941910266876,0,0.17381535470485687,1,0.3753465414047241,0,0.11794110387563705,0,0.09939493983983994,0,0.19714218378067017,0,0.13555705547332764,0,0.2411535233259201,0,0.25249433517456055,0,0.06135253235697746,0,0.12066390365362167,0,0.010080334730446339
0004eb64f96e1620cd852603d9cbe4d4,"The average figure also masks large differences across regions in Kazakhstan. The number of annual contacts ranges from 2.0 in Astana to 9.7 in Mangystau, and some parts of the population are likely to have very limited access to primary care. In addition, poor coverage of outpatient prescription medicines limits both the effectiveness (and appeal) of care at PHC level.",,0.7142857142857143,[3],[3],[],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2910008728504181,1,3,0.2910008728504181,0,0.18550832569599152,0,0.10668694227933884,1,0.2910008728504181,0,0.12656594812870026,0,0.10198565572500229,0,0.1058502197265625,0,0.09684722125530243,0,0.11574668437242508,0,0.05105556547641754,0,0.18188704550266266,0,0.1456974297761917,0,0.06774995476007462,0,0.12076716870069504,0,0.053781963884830475,0,0.07316604256629944,0,0.10035551339387894,0,0.09931742399930954
000bfb17e9f3a00d4515ab59c5c487e7,The Israel Oceanographic and Limnological Research station monitors the quantity and quality of water along the coastline of the Mediterranean Sea. The Nature and Parks Authority (NPA) monitors water quality in rivers on behalf of the MoEP. Mekorot and local authorities monitor drinking water quality under the supervision of the Ministry of Health. The Ministry of Health monitors effluent quality prior to its use in the agricultural sector.,,1.0,"[6, 12, 14, 11, 13]",[6],"[12, 14, 11, 13]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]",0.45814165472984314,5,6,0.45814165472984314,0,0.2103162407875061,0,0.20723506808280945,0,0.2086576521396637,0,0.20587867498397827,0,0.10201077908277512,1,0.45814165472984314,0,0.2327433079481125,0,0.1595979779958725,0,0.24072964489459991,0,0.1674959510564804,1,0.3136015236377716,1,0.3902846574783325,1,0.3013876974582672,1,0.37072813510894775,0,0.2528381943702698,0,0.19118504226207733,0,0.1374581754207611
001180f5dd9a821e651ed51e30d0cf8c,"Previous chapters have discussed ways to make food systems more supportive of food security and better nutrition. Nutrition-sensitive food systems can give consumers better options, but ultimately it is consumers who choose what they eat. What consumers choose to eat influences their own nutritional outcomes and sends signals back through the food system - to retailers, processors and producers - that shape both what is produced and how sustainably it is produced.",,1.0,[2],[],[2],"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.36071741580963135,1,2,0.36071741580963135,0,0.20928865671157837,1,0.36071741580963135,0,0.09039978682994843,0,0.13058707118034363,0,0.13626998662948608,0,0.1686086803674698,0,0.17182323336601257,0,0.0839076042175293,0,0.20538656413555145,0,0.15492750704288483,0,0.21210169792175293,0,0.2907097637653351,0,0.13446995615959167,0,0.2036527544260025,0,0.12803584337234497,0,0.1223125085234642,0,0.08576326072216034
001f1aee4013cb098da17a979c38bc57,Prescription rates appear to be higher where labour force participation is lower. There is also a possible relationship between drug use and disability. This may arise after the definition of disability was extended to include chronic conditions. Krueger (2017(47)) found that around one-fifth of the non-participating prime age males were also regularly taking opioid painkillers.,,1.0,[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.20103780925273895,0,3,0.20103780925273895,0,0.11338669061660767,0,0.019925735890865326,0,0.20103780925273895,0,0.09081930667161942,0,0.06734481453895569,0,0.03994601219892502,0,0.02786003239452839,0,0.17639119923114777,0,0.04525766894221306,0,0.18628743290901184,0,0.07917509227991104,0,0.03861616924405098,0,0.01833127625286579,0,-0.02881835587322712,0,-0.0555749349296093,0,0.018185144290328026,0,-0.011881464160978794
00207cdcd22dc31a0239df13a04e3558,"By contrast, the share of working-age households with a working man remained relatively stable (at 76%) over time in most countries (Panel A). Germany, nevertheless, witnessed a significant decline (by about 15 percentage points) in men’s employment participation among households during this period. A. Households with a male worker Panel. In Spain, for instance, in 1995 only 22% (25%) of households had a woman working full-time (full-year), compared to 42% (52%) in the year prior to the crisis. Dutch women are now working more weeks per year, though not more hours per week.",,1.0,[8],[8],[],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2958012521266937,1,8,0.2958012521266937,0,0.2637220323085785,0,0.13484859466552734,0,0.17017138004302979,0,0.18670661747455597,0,0.11555308848619461,0,0.10157795250415802,0,0.11001565307378769,1,0.2958012521266937,0,0.1462482511997223,0,0.19120486080646515,0,0.1146545261144638,0,0.05025706812739372,0,0.15898634493350983,0,-0.039888814091682434,0,-0.09362117946147919,0,0.03428666666150093,0,0.06183118373155594
002363dc0399349925c2dd768365dd6d,"Parents pay a maximum fee for kindergarten only (between 15.8% and 22.5% of total costs in 2011, depending on whether the kindergarten is public or private). Counties are responsible for upper secondary education, which they finance through taxes and block grants. Costs in this sector vary considerably from one region to another. Additional state subsidies and provisions are given to avoid regional disparities. Private kindergartens (50% of all kindergartens) are also financed by the state through the block grants to municipalities.",,1.0,[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.18219292163848877,0,4,0.18219292163848877,0,0.0816337987780571,0,0.061812449246644974,0,0.08453766256570816,0,0.18219292163848877,0,0.02018914371728897,0,0.01813761703670025,0,0.03344655781984329,0,0.10536712408065796,0,0.032760631293058395,0,0.04747311770915985,0,0.0030226053204387426,0,0.012619562447071075,0,0.09104601293802261,0,0.08873012661933899,0,-0.0013833418488502502,0,0.06787393242120743,0,0.026016423478722572
00292cb0ff962be83dcf67a84a0da691,"For those individuals, out-of-pocket expenses average 78% of average annual income in rural areas, even with the new insurance system. For most of the decade to 2003, the number of visits to township medical centres (hospitals) had been falling, while in urban areas a similar institution did not exist. The two new insurance-based schemes were accompanied by a strategy to orient people to existing township centres and to create new urban community health centres at the level of the neighbourhood committee.",,1.0,[],[],[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.2354484498500824,0,3,0.2354484498500824,0,0.22752481698989868,0,0.060994427651166916,0,0.2354484498500824,0,0.07777363061904907,0,0.038619063794612885,0,0.1306833028793335,0,0.11919614672660828,0,0.11332496255636215,0,0.05441736429929733,0,0.05901261046528816,0,0.2190270870923996,0,0.06348058581352234,0,0.13424861431121826,0,-0.0177568681538105,0,-0.06617939472198486,0,-0.02140471339225769,0,0.03694389760494232
0029c6c6f02eab58b0ae567c866e8ca8,"In the present case, LCOE were calculated including a carbon price of USD 30 per tonne of CO2. The advantage of nuclear energy in this context is that its average cost remains very stable in the light of changes in the fuel or in the carbon price. In particular, it is protected against fuel price changes by the low proportion of fuel costs in the total lifetime costs of nuclear power generation. Overnight costs include construction and contingency costs but exclude IDC.",,0.6666666666666666,[7],[],[7],"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.34268108010292053,1,7,0.34268108010292053,0,0.08712393790483475,0,0.052809540182352066,0,0.055931370705366135,0,0.09582988917827606,0,-0.05668441206216812,0,0.15756715834140778,1,0.34268108010292053,0,0.11263943463563919,0,0.2134292721748352,0,0.06252335757017136,0,0.16332051157951355,0,0.23155416548252106,0,0.16546711325645447,0,0.21206636726856232,0,0.09334161877632141,0,0.05909857526421547,0,0.18919384479522705
002a903707a6ce3e88ec3c91e846dc6d,"It builds on the nine years of basic education (six years of primary school and three years of junior secondary school). Students entering senior secondary school can attend either a more academically oriented school or vocational school. This applies in both the Islamic and non-Islamic systems. Formal senior secondary education comprises general education (sekolah menengah atas, or SMA), vocational education (sekolah menengah kejuruan, or SMK), Islamic senior secondary schools (madrasah aliyah, or MA) and Islamic vocational education (madrasah aliyah kejuruan, or MAK). This chapter concentrates largely on the provision of academic senior secondary education, while Chapter 5 considers the vocational side. Work is under way to develop community colleges and alternative routes to further and higher education.",,1.0,[4],[4],[],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.41229262948036194,1,4,0.41229262948036194,0,0.15049277245998383,0,0.06448672711849213,0,0.12099514156579971,1,0.41229262948036194,0,0.0949220135807991,0,0.12811125814914703,0,0.11286944150924683,0,0.2829870879650116,0,0.1599724441766739,0,0.15662719309329987,0,0.15135662257671356,0,0.038168765604496,0,0.03768092393875122,0,0.038474198430776596,0,0.022012606263160706,0,0.16807252168655396,0,0.13048309087753296
